"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/chart/JFreeChart.getBackgroundImageAlignment:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBackgroundImageAlignment:(I)V","2","1","1","0","0","18","11","62.26976913547136","6.0","373.6186148128281","0.020756589711823786","0","0","0","10","8","","fireChartChanged","","","","public","4"
"org/jfree/chart/JFreeChart.getBackgroundImageAlpha:()F","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBackgroundImageAlpha:(F)V","2","1","1","0","0","19","12","68.11428751370197","8.0","544.9143001096157","0.022704762504567322","0","0","0","11","8","","fireChartChanged","","","","public","4"
"org/jfree/chart/JFreeChart.isNotify:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setNotify:(Z)V","2","1","1","0","0","21","15","82.0447025077789","4.0","328.1788100311156","0.02734823416925963","0","1","0","12","9","","notifyListeners","<init>","","","public","4"
"org/jfree/chart/JFreeChart.draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V","1","2","2","2","0","11","8","33.0","2.0","66.0","0.011","0","0","0","7","4","Rectangle2D Graphics2D","draw","","","","public","2"
"org/jfree/chart/JFreeChart.draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/ChartRenderingInfo;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","ChartRenderingInfo Rectangle2D Graphics2D","draw","","","","public","2"
"org/jfree/chart/JFreeChart.draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Point2D;Lorg/jfree/chart/ChartRenderingInfo;)V","17","4","18","18","1","427","94","2798.8094396663514","26.0","72769.04543132514","0.9329364798887838","1","8","1","240","187","Paint Shape ChartRenderingInfo Composite Rectangle2D Title Point2D PlotRenderingInfo EntityCollection Stroke Graphics2D Iterator","getBorderPaint notifyListeners isBorderVisible drawTitle getBorderStroke","next getWidth getPlotInfo align getHeight iterator trim setComposite setClip setStroke getEntityCollection setPaint add clear setRect hasNext draw isVisible <init> fill getComposite setChartArea drawImage getX getY addAll clone getClip addRenderingHints getInstance clip","","","public","52"
"org/jfree/chart/JFreeChart.createAlignedRectangle2D:(Lorg/jfree/chart/util/Size2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/HorizontalAlignment;Lorg/jfree/chart/util/VerticalAlignment;)Ljava/awt/geom/Rectangle2D;","7","4","6","4","0","118","38","619.255446586343","14.0","8669.576252208803","0.20641848219544767","0","1","0","66","52","HorizontalAlignment Rectangle2D VerticalAlignment Size2D","","getX getY getMaxX getMaxY <init> getCenterY getCenterX","","","private","15"
"org/jfree/chart/JFreeChart.drawTitle:(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection;","5","4","21","18","0","424","82","2695.6020499580677","39.0","105128.47994836463","0.8985340166526893","0","9","0","232","192","EntityBlockResult Rectangle2D Title RectangleEdge RectangleConstraint Object BlockParams EntityCollection Size2D Graphics2D","createAlignedRectangle2D","max getMaxY setRect getWidth draw <init> getVerticalAlignment getHeight getX getPosition getY min getHorizontalAlignment setGenerateEntities arrange getEntityCollection","","IllegalArgumentException RuntimeException ","protected","45"
"org/jfree/chart/JFreeChart.createBufferedImage:(II)Ljava/awt/image/BufferedImage;","1","2","2","0","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","","createBufferedImage","","","","public","1"
"org/jfree/chart/JFreeChart.createBufferedImage:(IILorg/jfree/chart/ChartRenderingInfo;)Ljava/awt/image/BufferedImage;","1","3","3","1","0","12","10","39.863137138648355","2.0","79.72627427729671","0.013287712379549451","0","0","0","7","5","ChartRenderingInfo","createBufferedImage","","","","public","1"
"org/jfree/chart/JFreeChart.createBufferedImage:(IIILorg/jfree/chart/ChartRenderingInfo;)Ljava/awt/image/BufferedImage;","2","4","6","3","0","62","29","301.1948216979095","6.0","1807.1689301874571","0.10039827389930317","0","3","0","36","26","ChartRenderingInfo BufferedImage Graphics2D","draw","createGraphics dispose <init> setRenderingSource","","","public","7"
"org/jfree/chart/JFreeChart.createBufferedImage:(IIDDLorg/jfree/chart/ChartRenderingInfo;)Ljava/awt/image/BufferedImage;","1","5","10","4","0","75","36","387.7443751081734","8.0","3101.9550008653873","0.12924812503605781","0","2","0","43","32","ChartRenderingInfo BufferedImage AffineTransform Graphics2D","draw","transform createGraphics dispose getScaleInstance <init>","","","public","9"
"org/jfree/chart/JFreeChart.handleClick:(IILorg/jfree/chart/ChartRenderingInfo;)V","1","3","3","1","0","15","12","53.77443751081735","2.0","107.5488750216347","0.017924812503605784","0","0","0","8","7","ChartRenderingInfo","","handleClick getPlotInfo","","","public","2"
"org/jfree/chart/JFreeChart.addChangeListener:(Lorg/jfree/chart/event/ChartChangeListener;)V","1","1","1","1","0","20","17","81.7492568250068","4.0","326.9970273000272","0.027249752275002266","0","1","0","11","9","ChartChangeListener","","add <init>","","IllegalArgumentException","public","4"
"org/jfree/chart/JFreeChart.removeChangeListener:(Lorg/jfree/chart/event/ChartChangeListener;)V","1","1","1","1","0","20","17","81.7492568250068","4.0","326.9970273000272","0.027249752275002266","0","1","0","11","9","ChartChangeListener","","<init> remove","","IllegalArgumentException","public","4"
"org/jfree/chart/JFreeChart.fireChartChanged:()V","1","0","1","1","0","16","12","57.359400011538504","3.0","172.07820003461552","0.01911980000384617","0","1","0","9","7","ChartChangeEvent","notifyListeners","<init>","","","public","3"
"org/jfree/chart/JFreeChart.notifyListeners:(Lorg/jfree/chart/event/ChartChangeEvent;)V","4","1","3","2","0","48","31","237.80142289857002","10.0","2378.0142289857004","0.07926714096619","0","1","1","29","19","ChartChangeEvent Object[]","","getListenerList chartChanged","","","protected","7"
"org/jfree/chart/JFreeChart.addProgressListener:(Lorg/jfree/chart/event/ChartProgressListener;)V","1","1","1","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","5","5","ChartProgressListener","","add","","","public","2"
"org/jfree/chart/JFreeChart.removeProgressListener:(Lorg/jfree/chart/event/ChartProgressListener;)V","1","1","1","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","5","5","ChartProgressListener","","remove","","","public","2"
"org/jfree/chart/JFreeChart.notifyListeners:(Lorg/jfree/chart/event/ChartProgressEvent;)V","3","1","3","2","0","43","29","208.89318279048564","9.0","1880.0386451143709","0.06963106093016189","0","1","1","26","17","ChartProgressEvent Object[]","","getListenerList chartProgress","","","protected","6"
"org/jfree/chart/JFreeChart.titleChanged:(Lorg/jfree/chart/event/TitleChangeEvent;)V","1","1","1","1","0","13","7","36.49561398674886","1.0","36.49561398674886","0.012165204662249619","0","0","0","7","6","TitleChangeEvent","notifyListeners","setChart","","","public","3"
"org/jfree/chart/JFreeChart.plotChanged:(Lorg/jfree/chart/event/PlotChangeEvent;)V","1","1","1","1","0","13","7","36.49561398674886","1.0","36.49561398674886","0.012165204662249619","0","0","0","7","6","PlotChangeEvent","notifyListeners","setChart","","","public","3"
"org/jfree/chart/JFreeChart.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","184","36","951.2662002653855","21.0","19976.590205573095","0.31708873342179517","0","2","0","116","68","Object JFreeChart","","equal equals","","","public","32"
"org/jfree/chart/JFreeChart.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","29","13","107.31275182609167","2.0","214.62550365218334","0.03577091727536389","0","0","0","15","14","ObjectOutputStream","","writePaint defaultWriteObject writeStroke","IOException","","private","5"
"org/jfree/chart/JFreeChart.readObject:(Ljava/io/ObjectInputStream;)V","3","1","2","1","0","105","42","566.1933293917699","8.0","4529.546635134159","0.18873110979725663","0","3","1","56","49","ObjectInputStream","getSubtitle getSubtitleCount","readStroke defaultReadObject <init> readPaint addChangeListener","IOException ClassNotFoundException","","private","14"
"org/jfree/chart/JFreeChart.main:([Ljava/lang/String;)V","1","1","1","1","0","9","7","25.26619429851844","1.0","25.26619429851844","0.008422064766172813","0","0","0","5","4","String[]","","println toString","","","public static","2"
"org/jfree/chart/JFreeChart.clone:()Ljava/lang/Object;","4","0","3","2","0","141","49","791.6740880202444","18.0","14250.1335843644","0.2638913626734148","0","8","1","75","66","Title JFreeChart","getSubtitle getSubtitleCount","add clone <init> addChangeListener","CloneNotSupportedException","","public","17"
"org/jfree/chart/JFreeChart.<clinit>:()V","1","0","0","0","0","26","20","112.37013046707143","4.0","449.48052186828573","0.03745671015569048","0","2","0","15","11","","","<init>","","","static","4"
"org/jfree/chart/LegendItemCollection.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","3"
"org/jfree/chart/LegendItemCollection.add:(Lorg/jfree/chart/LegendItem;)V","1","1","1","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","LegendItem","","add","","","public","2"
"org/jfree/chart/LegendItemCollection.addAll:(Lorg/jfree/chart/LegendItemCollection;)V","1","1","1","1","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","LegendItemCollection","","addAll","","","public","2"
"org/jfree/chart/LegendItemCollection.get:(I)Lorg/jfree/chart/LegendItem;","1","1","1","0","0","11","11","38.053747805010275","3.0","114.16124341503082","0.012684582601670092","0","1","0","6","5","","","get","","","public","1"
"org/jfree/chart/LegendItemCollection.getItemCount:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","size","","","public","1"
"org/jfree/chart/LegendItemCollection.iterator:()Ljava/util/Iterator;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","iterator","","","public","1"
"org/jfree/chart/LegendItemCollection.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","35","17","143.0611994437619","10.0","1430.611994437619","0.04768706648125397","0","2","0","23","12","Object LegendItemCollection","","equals","","","public","8"
"org/jfree/chart/LegendItemCollection.clone:()Ljava/lang/Object;","1","0","1","1","0","23","15","89.85848369899593","4.0","359.4339347959837","0.02995282789966531","0","2","0","12","11","LegendItemCollection","","clone deepClone","CloneNotSupportedException","","public","3"
"org/jfree/chart/util/Layer.<init>:(Ljava/lang/String;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","String","","<init>","","","private","3"
"org/jfree/chart/util/Layer.toString:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/util/Layer.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","35","17","143.0611994437619","10.0","1430.611994437619","0.04768706648125397","0","2","0","23","12","Layer Object","","equals","","","public","8"
"org/jfree/chart/util/Layer.hashCode:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","hashCode","","","public","1"
"org/jfree/chart/util/Layer.readResolve:()Ljava/lang/Object;","3","0","1","1","0","29","13","107.31275182609167","8.0","858.5020146087334","0.03577091727536389","0","0","0","17","12","Layer","equals","","ObjectStreamException","","private","6"
"org/jfree/chart/util/Layer.<clinit>:()V","1","0","0","0","0","17","11","58.81033751683406","2.0","117.62067503366812","0.019603445838944685","0","2","0","9","8","","<init>","","","","static","2"
"org/jfree/chart/util/HashUtilities.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"org/jfree/chart/util/HashUtilities.hashCodeForPaint:(Ljava/awt/Paint;)I","2","1","3","2","0","89","29","432.360308566354","16.0","6917.764937061664","0.14412010285545132","0","2","0","52","37","Paint GradientPaint","","getColor2 getColor1 getPoint1 hashCode getPoint2","","","public static","13"
"org/jfree/chart/util/HashUtilities.hashCodeForDoubleArray:([D)I","2","1","4","1","0","51","29","247.75703075150622","20.0","4955.1406150301245","0.08258567691716874","0","0","1","32","19","double[]","","doubleToLongBits","","","public static","8"
"org/jfree/chart/util/HashUtilities.hashCode:(IZ)I","2","2","2","0","0","13","12","46.604512509375034","4.0","186.41805003750014","0.015534837503125011","0","0","0","10","3","","","","","","public static","1"
"org/jfree/chart/util/HashUtilities.hashCode:(II)I","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","6","3","","","","","","public static","1"
"org/jfree/chart/util/HashUtilities.hashCode:(ID)I","1","2","3","0","0","22","18","91.73835003173087","6.0","550.4301001903852","0.030579450010576957","0","0","0","14","8","","","doubleToLongBits","","","public static","2"
"org/jfree/chart/util/HashUtilities.hashCode:(ILjava/awt/Paint;)I","1","2","2","1","0","11","11","38.053747805010275","3.0","114.16124341503082","0.012684582601670092","0","0","0","7","4","Paint","hashCodeForPaint","","","","public static","1"
"org/jfree/chart/util/HashUtilities.hashCode:(ILjava/awt/Stroke;)I","2","2","3","1","0","20","16","80.0","5.0","400.0","0.02666666666666667","0","0","0","13","7","Stroke","","hashCode","","","public static","2"
"org/jfree/chart/util/HashUtilities.hashCode:(ILjava/lang/String;)I","2","2","3","1","0","20","16","80.0","5.0","400.0","0.02666666666666667","0","0","0","13","7","String","","hashCode","","","public static","2"
"org/jfree/chart/util/HashUtilities.hashCode:(ILjava/lang/Comparable;)I","2","2","3","1","0","20","16","80.0","5.0","400.0","0.02666666666666667","0","0","0","13","7","Comparable","","hashCode","","","public static","2"
"org/jfree/chart/util/HashUtilities.hashCode:(ILjava/lang/Object;)I","2","2","3","1","0","20","16","80.0","5.0","400.0","0.02666666666666667","0","0","0","13","7","Object","","hashCode","","","public static","2"
"org/jfree/chart/util/AttributedStringUtilities.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","private","2"
"org/jfree/chart/util/AttributedStringUtilities.equal:(Ljava/text/AttributedString;Ljava/text/AttributedString;)Z","5","2","12","6","0","131","35","671.9360752197906","16.0","10750.97720351665","0.2239786917399302","0","0","2","78","53","AttributedString AttributedCharacterIterator Map","","next getIterator getAttributes equals getRunLimit first","","","public static","27"
"org/jfree/chart/util/PaintUtilities.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","private","2"
"org/jfree/chart/util/PaintUtilities.equal:(Ljava/awt/Paint;Ljava/awt/Paint;)Z","10","2","5","4","0","119","29","578.0997384201812","21.0","12140.094506823805","0.19269991280672708","0","4","0","71","48","Paint GradientPaint","","getColor2 getColor1 getPoint1 equals isCyclic getPoint2 getTransparency","","","public static","12"
